date,position,loss_ratio,description
2023-09-12,2.0,0.0020305114515787,央行发布货币政策季度报告，讨论信贷投放和货币市场情况。
2023-09-28,5.0,0.002124166654695,证监会推出新的资本市场改革举措，鼓励科技企业上市。
2023-10-10,7.0,0.0021692754793525,央行召开货币政策委员会会议，讨论未来的货币政策和利率调整。
2023-01-20,13.0,0.0022413974389538,国家发改委召开会议，部署2023年基础设施投资计划。
2023-07-25,14.0,0.0022441992263899,证监会推动资本市场改革，促进企业上市融资。
2023-08-10,15.0,0.0022480821464581,央行召开货币政策委员会会议，讨论未来利率政策及流动性管理。
2023-08-15,24.0,0.0023427724584522,国务院召开会议，部署新一轮的减税降费政策以刺激经济。
2023-11-27,25.0,0.0023513026128877,国家统计局发布10月份和11月份的经济数据，分析消费和投资变化。
2023-07-10,31.0,0.002388518078128,央行发布6月份金融统计数据，显示信贷投放情况。
2023-06-05,36.0,0.0024090856009577,国家统计局发布5月份制造业和非制造业PMI，显示经济增长趋稳。
2023-03-01,38.0,0.0024141135952117,全国两会召开，讨论2023年经济和社会发展计划。
2023-11-17,41.0,0.0024254721722805,国家发改委发布关于推动绿色能源发展的政策文件。
2023-08-01,47.0,0.002466262385358,中国政府发布关于促进智能制造和数字化转型的指导意见。
2023-09-18,48.0,0.0024684943780852,国务院召开会议，部署促进绿色经济和可持续发展的新措施。
2023-01-10,54.0,0.002494464125568,央行召开会议，宣布继续实施稳健的货币政策，支持经济复苏。
2023-02-10,60.0,0.002520952370733,央行召开货币政策委员会会议，强调保持流动性合理充裕。
2023-01-05,65.0,0.0025544058195257,国家统计局发布2022年经济数据，GDP增速放缓至3%。
2023-02-15,68.0,0.0025669413285227,国务院发布关于促进数字经济发展的行动计划，推动创新。
2023-01-30,72.0,0.0025782973058003,国家统计局发布1月份制造业PMI数据，显示经济回暖趋势。
2023-03-15,78.0,0.0026266776798742,央行发布2022年金融稳定报告，评估金融系统风险与挑战。
2023-04-12,83.0,0.0026417771672527,央行召开货币政策委员会会议，决定维持利率不变，支持经济复苏。
2023-02-20,89.0,0.0026487612157258,国家发改委召开会议，部署2023年重点项目投资方向。
2023-12-01,90.0,0.0026552090695996,国家统计局发布11月份制造业和非制造业PMI，分析经济趋势。
2023-10-20,94.0,0.0026800679741092,国家发改委召开会议，部署基础设施建设和投资项目。
2023-04-07,100.0,0.0027166561729181,国家统计局发布3月份制造业和非制造业PMI，显示经济复苏势头。
2023-12-25,108.0,0.0027451635486658,国家统计局发布全年经济数据预测，分析经济增长和发展趋势。
2023-06-30,115.0,0.0027666409275175,国家统计局发布上半年经济数据，分析经济运行总体情况。
2023-12-15,118.0,0.0027813432738647,国家发改委召开会议，部署2024年基础设施建设计划。
2023-05-30,123.0,0.0027967565388774,国家统计局发布5月份经济运行数据，分析经济复苏趋势。
2023-06-01,125.0,0.0028091483085899,中国政府发布关于促进制造业高质量发展的政策文件。
2023-11-30,126.0,0.0028120509736543,全国人民代表大会召开，审议经济和社会发展计划的相关议题。
2023-06-15,130.0,0.0028246626414589,国务院发布关于深化供给侧结构性改革的实施方案。
2022-02-23,135.0,0.0028379456728362,国家发改委发布2021年能源消耗和碳排放数据，分析能源结构。
2023-11-07,138.0,0.0028616428503632,央行发布最新的货币政策报告，讨论流动性和信贷情况。
2023-10-25,146.0,0.0029022320375691,证监会发布新规，促进资本市场的健康发展。
2022-08-16,147.0,0.0029036266466353,国家发改委发布关于加快推进重大项目建设的通知。
2022-10-17,149.0,0.0029154816872031,中国共产党第二十次全国代表大会召开，确定未来五年发展战略。
2022-09-14,152.0,0.0029298492344969,央行发布关于继续实施稳健货币政策的声明，支持经济复苏。
2022-12-30,154.0,0.0029373778174493,国务院召开会议，研究2023年经济工作，强调稳定增长和改革。
2023-02-01,155.0,0.0029398744762766,中国春节假期结束，各地复工复产逐步恢复。
2022-07-20,160.0,0.002959800657007,国家发改委发布关于加快新能源发展的指导意见。
2023-05-05,167.0,0.0029880368920843,国家统计局发布4月份CPI和PPI数据，分析通胀压力。
2023-03-30,173.0,0.0030117858714387,国家统计局发布3月份经济运行数据，分析企业复工复产情况。
2021-05-25,176.0,0.0030176857233713,国家统计局发布1季度GDP数据，经济同比增长18.3%。
2023-06-20,180.0,0.0030324303757723,国家发改委召开会议，部署重点基础设施建设项目的推进。
2023-03-20,183.0,0.0030477501360359,国家发改委发布关于促进绿色发展的指导意见，推动可持续发展。
2023-07-05,185.0,0.0030616995057459,国家统计局发布6月份制造业和非制造业PMI，经济回暖趋势显现。
2023-10-30,186.0,0.0030684230264167,国家统计局发布前三季度经济数据，分析经济增长的动因与挑战。
2022-10-13,187.0,0.0030715255274788,国务院召开会议，强调进一步稳定就业和促进消费。
2022-08-08,195.0,0.0031090787228254,国务院召开会议，部署进一步稳定经济增长的政策措施。
2022-03-01,196.0,0.0031109763294183,全国人大召开，审议《政府工作报告》，部署2022年经济目标。
2022-11-25,216.0,0.0031792392623068,证监会发布关于加强资本市场监管的指导意见，维护市场秩序。
2022-12-15,218.0,0.0031845227568618,国家发改委召开会议，部署2023年经济发展目标与政策。
2023-08-30,220.0,0.0031948383494181,国家统计局发布8月份经济数据，分析消费和投资的变化趋势。
2023-05-15,225.0,0.0032145928655902,国务院召开会议，部署进一步促进消费和投资的政策措施。
2022-09-08,226.0,0.0032153371635213,国务院召开会议，强调在当前经济形势下增强市场信心。
2022-12-20,237.0,0.0032712489131833,证监会发布关于加强上市公司信息披露的指导意见。
2022-03-30,238.0,0.0032779004546576,国家统计局发布3月份经济运行情况，分析整体经济趋势。
2023-08-25,255.0,0.0033470389727255,证监会推出新规，进一步优化资本市场的融资环境。
2022-08-23,256.0,0.0033481317382161,证监会推出一系列措施，旨在吸引外资流入中国资本市场。
2022-01-10,260.0,0.0033621834894066,国家统计局发布2021年经济数据，GDP增速为8.1%。
2021-10-20,266.0,0.0033801839564451,证监会发布关于推动上市公司高质量发展的指导意见。
2023-09-07,276.0,0.0034144574268256,国家统计局发布8月份制造业和非制造业PMI，分析经济走势。
2021-12-01,282.0,0.0034330928212196,中国人民银行决定降准，释放长期资金以支持经济复苏。
2022-02-10,288.0,0.0034581189148667,央行宣布下调贷款市场报价利率，进一步支持实体经济。
2022-12-01,299.0,0.0034773820331414,国务院发布关于优化疫情防控工作的通知，调整防控措施。
2022-10-31,302.0,0.0034865157376188,证监会发布关于完善资本市场基础制度的改革方案。
2022-06-27,310.0,0.0035081873512711,国家统计局发布6月份经济运行数据，重点关注消费和出口情况。
2021-06-10,314.0,0.003517902105482,国务院召开会议，部署进一步推动科技创新的政策。
2022-05-20,321.0,0.0035408357854108,国家发改委推出新一轮基建投资计划，促进经济复苏。
2021-06-28,327.0,0.0035489662075255,央行召开货币政策委员会会议，讨论货币政策方向。
2023-04-26,332.0,0.0035566033957628,证监会发布新的资本市场改革措施，推动股市稳定发展。
2021-02-19,334.0,0.0035633839544952,证监会对近期市场异常波动进行情况通报，强调增强市场稳定性。
2021-11-01,335.0,0.0035646931733532,国家统计局发布10月份制造业PMI数据，显示经济回暖迹象。
2022-04-01,338.0,0.0035818507911887,全国人大常委会审议反垄断法修订草案，进一步加强市场监管。
2022-06-10,339.0,0.0035858101762308,国务院召开会议，讨论促进消费和稳定经济增长的措施。
2022-07-25,342.0,0.0035893873188921,证监会召开全体会议，讨论资本市场改革与投资者保护。
2022-12-05,348.0,0.0036094325397121,国家统计局发布11月份制造业PMI，显示经济复苏迹象。
2021-07-20,355.0,0.0036258088017478,证监会发布关于进一步加强资本市场监管的通知。
2021-08-25,358.0,0.0036344601850881,国家统计局发布8月份经济运行情况分析，GDP增速预测。
2021-04-01,365.0,0.0036664885686061,全国人民代表大会常务委员会召开，讨论重要法律议案。
2021-06-25,368.0,0.0036689256851573,国家统计局发布6月份经济预警数据，显示经济回暖迹象。
2022-07-01,371.0,0.0036848888420618,中国共产党第二十次全国代表大会筹备工作正式启动。
2023-03-10,376.0,0.0036936345242952,国家统计局发布2月份CPI和PPI数据，分析通货膨胀趋势。
2022-05-31,378.0,0.0036977717701477,国家统计局发布5月份经济运行情况，分析消费和投资趋势。
2022-09-02,379.0,0.0037004409939798,国家统计局发布8月份制造业PMI，显示经济保持温和复苏。
2023-11-02,383.0,0.0037111451623196,国家统计局发布10月份制造业和非制造业PMI，分析经济走势与变化。
2021-11-25,385.0,0.003711603682274,国家统计局发布11月份经济运行情况，分析GDP增速。
2022-08-12,386.0,0.0037117647487247,央行宣布下调贷款市场报价利率（LPR），以降低融资成本。
2023-07-20,390.0,0.0037263137845977,国家发改委发布关于推动数字经济发展的新政策。
2022-02-07,394.0,0.0037323442246524,国家统计局发布1月份制造业PMI，显示经济增速放缓。
2023-11-22,402.0,0.0037817724561909,证监会召开专项会议，讨论资本市场的改革进展及下一步计划。
2021-04-20,408.0,0.0037923360353243,证监会发布新规，进一步完善资本市场基础制度。
2021-10-25,409.0,0.0037940663415199,国家统计局发布10月份经济运行情况分析，预测GDP增速。
2021-03-18,410.0,0.0038018322542988,中国人民银行召开新闻发布会，介绍货币政策。
2023-12-20,413.0,0.0038065570414754,证监会发布年度报告，回顾资本市场的重要变化和改革进展。
2021-11-15,415.0,0.0038080597347172,证监会发布新规，推动资本市场对外开放。
2021-04-23,417.0,0.0038153910506129,国家统计局发布4月份制造业PMI数据，显示持续扩张。
2021-06-01,418.0,0.0038206981509689,全国人民代表大会召开，讨论国家重要法律和政策。
2021-04-28,431.0,0.0038641670083037,国家外汇管理局发布外汇市场运行情况分析。
2021-02-18,433.0,0.0038688395183227,国家统计局发布2020年中国经济年报，GDP同比增长2.3%。
2021-07-15,434.0,0.0038692295428395,央行发布2021年上半年金融统计数据，分析信贷投放情况。
2021-04-15,435.0,0.0038729751437874,央行发布2021年一季度金融统计数据，分析货币政策走势。
2022-06-30,440.0,0.0038860605918957,国务院发布关于优化营商环境的实施意见，推动经济高质量发展。
2022-02-28,443.0,0.0038924675708926,国家统计局发布1月份经济运行情况，重点关注消费和投资数据。
2021-12-10,459.0,0.0039630250953113,国家统计局发布11月份经济数据，显示制造业和服务业回暖。
2021-06-30,464.0,0.0039802955678621,国家外汇管理局发布外汇储备数据，保持稳定。
2021-05-28,474.0,0.0040227071547027,央行召开货币政策委员会会议，讨论货币政策调整。
2022-11-30,477.0,0.0040381195776738,国家统计局发布11月份经济运行数据，分析就业与投资形势。
2021-03-31,479.0,0.0040445032797334,央行发布数据，显示外汇储备保持稳定。
2021-01-20,484.0,0.0040634647189042,国家统计局发布2020年经济分析报告
2022-05-05,485.0,0.0040708891279339,国家统计局发布4月份制造业PMI，显示经济疲软迹象。
2021-12-20,488.0,0.0040934417851621,证监会发布关于优化资本市场的系列改革措施。
2021-07-05,490.0,0.0040976200315632,国家统计局发布6月份制造业PMI数据，显示经济继续扩张。
2021-03-05,495.0,0.0041263915699619,李克强总理在全国人大会议上作政府工作报告。
2021-03-25,498.0,0.004140015674454,证监会发布新规，推动资本市场健康发展。
2021-09-15,501.0,0.0041489211287949,证监会发布关于加强资本市场监管的通知。
2021-08-05,505.0,0.004171828681299,国家统计局发布7月份制造业PMI数据，显示经济增长减缓。
2022-05-10,506.0,0.0041840989049669,国务院召开会议，讨论应对全球通货膨胀影响的措施。
2022-11-15,508.0,0.0041947059972689,央行宣布下调存款准备金率，进一步释放流动性。
2023-02-28,509.0,0.0041995394609962,国家统计局发布2月份经济运行状况数据，分析消费和投资趋势。
2021-12-15,519.0,0.0042546353617282,国务院召开会议，部署2022年经济工作重点。
2021-03-12,526.0,0.0042721065061663,全国人大通过《十四五规划纲要》，确定发展目标。
2021-04-30,528.0,0.0042944787034273,国务院发布《促进外贸稳增长的若干措施》。
2022-03-10,531.0,0.0043032505372651,国家统计局发布2月份制造业PMI，显示经济有所回暖。
2021-05-20,534.0,0.0043176796533314,证监会发布关于进一步推动资本市场对外开放的新措施。
2021-02-10,535.0,0.0043244149000669,证监会公布关于进一步推动资本市场对外开放的相关政策措施。
2021-02-23,539.0,0.0043370449002619,证监会发布《上市公司信息披露管理办法（修订征求意见稿）》，征求公众意见。
2021-10-15,543.0,0.0043534159445431,央行发布第三季度金融统计数据，分析信贷投放情况。
2021-03-01,547.0,0.0043901159575785,全国人大召开，讨论2021年政府工作报告。
2021-09-10,549.0,0.0043965017465786,央行召开会议，讨论货币政策和金融市场稳定措施。
2021-06-15,551.0,0.0044197256072755,央行发布2021年5月份金融统计数据，信贷增速放缓。
2022-09-19,554.0,0.0044483540975647,国家发改委发布关于推动数字经济与传统产业融合发展的指导意见。
2021-01-15,556.0,0.0044616144778063,中国2020年GDP数据发布，增长2.3%
2021-11-05,559.0,0.0044677435596907,国务院召开会议，讨论促进消费和投资的政策。
2022-10-26,561.0,0.0044815190334805,国家发改委公布新一轮基础设施投资计划，推动经济增长。
2021-09-01,567.0,0.0045494288195364,国务院发布关于进一步推动高质量发展的意见。
2022-11-10,570.0,0.0045778698629417,国务院发布关于促进消费的若干政策措施，刺激内需。
2021-02-25,574.0,0.00461419936268,央行召开货币政策委员会会议，强调要继续支持实体经济复苏。
2021-02-01,577.0,0.0046339032252063,中央银行发布2021年货币政策工作会议强调保持流动性合理充裕。
2022-01-20,579.0,0.0046389119750204,证监会发布关于支持科技创新企业上市的新政策。
2021-08-20,584.0,0.0046765840683768,证监会发布新规，进一步促进资本市场对外开放。
2022-04-20,587.0,0.0046903742375113,国家发改委召集企业座谈会，讨论应对原材料价格上涨的策略。
2021-11-30,589.0,0.0047004814053444,央行召开货币政策委员会会议，讨论年底货币政策调整。
2022-08-31,596.0,0.0047659615397065,国务院发布关于推动绿色发展的实施意见，强调可持续发展。
2021-11-10,602.0,0.0047880856925296,央行发布关于金融市场稳定的报告，分析货币政策影响。
2021-05-10,611.0,0.0048326136272427,国务院召开会议，研究部署乡村振兴战略。
2022-04-15,614.0,0.0048504785722185,央行宣布降息，以应对经济放缓和市场需求不足。
2022-06-22,619.0,0.0048997533044711,证监会召开投资者保护工作会议，强调金融市场透明度。
2021-01-13,624.0,0.0049532632105921,政协委员提案建议推动数字货币发展
2021-01-26,628.0,0.0050011481952352,证监会召开会议，讨论资本市场改革
2021-08-30,632.0,0.0050982515559867,央行召开货币政策委员会会议，讨论货币政策方向。
2021-03-10,635.0,0.0051564731404891,全国政协会议闭幕，发布相关提案和建议。
2022-11-01,636.0,0.0051652935791005,中国共产党第二十次全国代表大会闭幕，习近平再次当选总书记。
2021-02-26,637.0,0.0051682539308313,证监会宣布对某些违规行为进行处罚，以维护市场秩序。
2021-02-08,642.0,0.0052222237803985,央行开展MLF操作，保持银行体系流动性合理充裕。
2023-04-21,643.0,0.0052336315258737,国家发改委召开会议，部署2023年重点基础设施投资项目。
2021-01-11,646.0,0.0052519816985731,中国疫情防控措施持续加强，部分地区封闭管理
2022-02-15,647.0,0.0052564032166904,国务院发布关于促进消费的指导意见，鼓励扩大内需。
2021-03-15,652.0,0.0052934933033511,消费者权益日，多个部门联合发布消费警示。
2021-07-28,657.0,0.0054067303910828,央行召开货币政策委员会会议，讨论货币政策调整。
2023-05-25,658.0,0.0054573798996779,证监会发布新规，鼓励企业进行股权融资，支持实体经济。
2022-07-12,659.0,0.0054724551210318,国务院召开会议，进一步部署稳增长措施，聚焦基础设施投资。
2023-05-10,665.0,0.0055236064661426,央行发布2023年第一季度金融稳定报告，指出潜在金融风险。
2022-05-25,666.0,0.0055355296379248,证监会发布关于加强资本市场投资者保护的意见。
2022-03-25,668.0,0.0056262858045745,证监会推出新一轮资本市场改革措施，促进融资便利化。
2023-12-05,674.0,0.0058534818264376,央行召开货币政策委员会会议，讨论年末流动性管理和利率政策。
2021-08-10,678.0,0.0060398381587634,国务院召开会议，研究部署下半年经济政策。
2021-01-28,680.0,0.0061344595055542,政府发布新一轮经济刺激政策
2022-09-30,681.0,0.0061979833244661,国务院发布关于促进国际贸易稳增长的实施方案。
2022-09-23,683.0,0.0062132196976018,证监会推出新一轮资本市场改革措施，优化上市公司生态。
2022-09-28,687.0,0.0064286456804951,国家统计局发布9月份经济运行数据，分析消费与投资的变化。
2022-07-05,690.0,0.0065715980098014,国家统计局发布6月份制造业PMI，显示经济回暖迹象。
2021-02-03,692.0,0.0066196768550936,证监会发布《关于进一步提高上市公司质量的意见》，旨在加强上市公司治理。
2022-07-15,697.0,0.0069441420938073,央行发布降准政策，旨在为经济注入更多流动性。
2022-01-28,702.0,0.0073205637409113,中国正式实施《反垄断法》修订，强化市场竞争监管。
2021-02-05,703.0,0.0074243835851507,国家统计局发布1月份制造业PMI数据，显示制造业持续扩张。
2022-06-15,705.0,0.0079536021288323,央行发布2022年中期货币政策报告，分析经济形势与政策调整。
2022-01-25,710.0,0.008952751487084,国家发改委公布2021年固定资产投资数据，增速回落。
2021-07-01,712.0,0.0091351728825748,庆祝中国共产党成立100周年大会在北京举行。
2022-08-02,714.0,0.0101088816729953,国家统计局发布7月份制造业PMI，继续反映经济复苏的脆弱性。
2022-03-15,721.0,0.0164574125974975,央行召开货币政策委员会会议，讨论未来货币政策方向。
2022-04-25,722.0,0.0165864463082513,证监会发布关于提升上市公司质量的指导意见，鼓励企业规范治理。
2021-01-04,723.0,0.0290206035111804,全国人大常委会通过《民法典》草案
